Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-03 00:00:00-04:00,1510.0,1529.5,1502.5,1517.0,702,0.0,0.0
2024-10-04 00:00:00-04:00,1515.0,1530.0,1506.5,1509.5,424,0.0,0.0
2024-10-07 00:00:00-04:00,1513.5,1530.0,1507.5,1511.5,655,0.0,0.0
2024-10-08 00:00:00-04:00,1513.5,1527.0,1508.5,1513.5,615,0.0,0.0
2024-10-09 00:00:00-04:00,1514.5,1527.0,1514.0,1516.5,725,0.0,0.0
2024-10-10 00:00:00-04:00,1516.0,1521.0,1501.0,1506.5,1018,0.0,0.0
2024-10-11 00:00:00-04:00,1505.5,1506.0,1495.0,1499.5,552,0.0,0.0
2024-10-14 00:00:00-04:00,1495.5,1524.0,1494.5,1510.5,625,0.0,0.0
2024-10-15 00:00:00-04:00,1518.5,1518.5,1491.5,1504.0,706,0.0,0.0
2024-10-16 00:00:00-04:00,1500.0,1518.5,1491.0,1507.0,820,0.0,0.0
2024-10-17 00:00:00-04:00,1503.0,1507.0,1495.0,1499.5,1025,0.0,0.0
2024-10-18 00:00:00-04:00,1496.0,1501.0,1492.5,1500.0,763,0.0,0.0
2024-10-21 00:00:00-04:00,1501.5,1514.5,1497.5,1509.0,1798,0.0,0.0
2024-10-22 00:00:00-04:00,1507.0,1525.0,1503.5,1512.5,833,0.0,0.0
2024-10-23 00:00:00-04:00,1508.5,1517.0,1508.0,1510.5,913,0.0,0.0
2024-10-24 00:00:00-04:00,1509.0,1509.0,1495.0,1504.0,1113,0.0,0.0
2024-10-25 00:00:00-04:00,1499.0,1508.0,1498.0,1508.0,594,0.0,0.0
2024-10-28 00:00:00-04:00,1508.0,1512.5,1505.0,1507.5,811,0.0,0.0
2024-10-29 00:00:00-04:00,1503.0,1506.0,1489.0,1494.0,465,0.0,0.0
2024-10-30 00:00:00-04:00,1490.5,1501.0,1457.0,1457.5,198,0.0,0.0
2024-10-31 00:00:00-04:00,1471.0,1480.5,1468.0,1469.5,191,0.0,0.0
2024-11-01 00:00:00-04:00,1481.5,1485.0,1481.5,1482.5,120,0.0,0.0
2024-11-04 00:00:00-05:00,1471.0,1471.0,1471.0,1471.0,0,0.0,0.0
2024-11-05 00:00:00-05:00,1447.0,1447.0,1447.0,1447.0,0,0.0,0.0
2024-11-06 00:00:00-05:00,1459.0,1463.0,1446.0,1446.0,4,0.0,0.0
2024-11-07 00:00:00-05:00,1440.0,1440.0,1440.0,1440.0,9,0.0,0.0
2024-11-08 00:00:00-05:00,1436.0,1436.0,1436.0,1436.0,1,0.0,0.0
2024-11-11 00:00:00-05:00,1455.0,1455.0,1455.0,1455.0,2,0.0,0.0
2024-11-12 00:00:00-05:00,1473.0,1482.0,1473.0,1481.0,24,0.0,0.0
2024-11-13 00:00:00-05:00,1494.0,1494.0,1494.0,1494.0,12,0.0,0.0
2024-11-14 00:00:00-05:00,1476.5,1476.5,1467.5,1467.5,963,0.0,0.0
2024-11-15 00:00:00-05:00,1461.0,1510.5,1461.0,1504.5,968,0.0,0.0
2024-11-18 00:00:00-05:00,1505.0,1537.5,1503.0,1516.5,1668,0.0,0.0
2024-11-19 00:00:00-05:00,1514.0,1529.0,1501.5,1509.5,683,0.0,0.0
2024-11-20 00:00:00-05:00,1506.0,1515.0,1497.5,1512.0,344,0.0,0.0
2024-11-21 00:00:00-05:00,1509.0,1522.5,1509.0,1517.0,744,0.0,0.0
2024-11-22 00:00:00-05:00,1514.5,1517.5,1501.0,1514.5,347,0.0,0.0
2024-11-25 00:00:00-05:00,1511.5,1513.0,1485.5,1493.5,632,0.0,0.0
2024-11-26 00:00:00-05:00,1490.5,1515.0,1488.5,1512.5,515,0.0,0.0
2024-11-27 00:00:00-05:00,1512.5,1525.0,1508.5,1517.0,748,0.0,0.0
2024-11-29 00:00:00-05:00,1517.0,1525.0,1515.5,1521.5,582,0.0,0.0
2024-12-02 00:00:00-05:00,1524.0,1530.0,1515.0,1529.0,718,0.0,0.0
2024-12-03 00:00:00-05:00,1529.0,1531.5,1516.0,1529.5,1144,0.0,0.0
2024-12-04 00:00:00-05:00,1525.0,1528.5,1498.0,1514.0,694,0.0,0.0
2024-12-05 00:00:00-05:00,1518.0,1522.5,1508.5,1515.5,543,0.0,0.0
2024-12-06 00:00:00-05:00,1511.0,1517.5,1507.0,1508.5,323,0.0,0.0
2024-12-09 00:00:00-05:00,1505.0,1514.0,1503.5,1511.0,806,0.0,0.0
2024-12-10 00:00:00-05:00,1510.5,1513.0,1507.5,1509.0,416,0.0,0.0
2024-12-11 00:00:00-05:00,1508.0,1512.5,1501.0,1503.5,499,0.0,0.0
2024-12-12 00:00:00-05:00,1504.0,1510.5,1499.5,1500.5,620,0.0,0.0
2024-12-13 00:00:00-05:00,1502.0,1504.0,1496.5,1498.0,578,0.0,0.0
2024-12-16 00:00:00-05:00,1501.5,1502.5,1494.0,1495.0,1085,0.0,0.0
2024-12-17 00:00:00-05:00,1495.0,1500.0,1490.0,1498.0,1043,0.0,0.0
2024-12-18 00:00:00-05:00,1499.5,1499.5,1478.0,1481.5,817,0.0,0.0
2024-12-19 00:00:00-05:00,1482.0,1482.0,1440.0,1441.0,902,0.0,0.0
2024-12-20 00:00:00-05:00,1444.5,1447.0,1393.5,1407.5,948,0.0,0.0
2024-12-23 00:00:00-05:00,1415.5,1428.5,1369.0,1401.0,1277,0.0,0.0
2024-12-24 00:00:00-05:00,1410.0,1413.5,1388.5,1405.0,685,0.0,0.0
2024-12-26 00:00:00-05:00,1406.5,1406.5,1390.5,1391.5,327,0.0,0.0
2024-12-27 00:00:00-05:00,1392.5,1398.5,1375.5,1376.0,655,0.0,0.0
2024-12-30 00:00:00-05:00,1385.5,1387.5,1357.0,1361.0,901,0.0,0.0
2024-12-31 00:00:00-05:00,1394.5,1402.5,1394.5,1402.5,63,0.0,0.0
2025-01-02 00:00:00-05:00,1400.0,1404.5,1400.0,1404.5,63,0.0,0.0
2025-01-03 00:00:00-05:00,14.145000457763672,14.164999961853027,14.03499984741211,14.03499984741211,207,0.0,0.0
