Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-03 00:00:00-04:00,72.48999786376953,72.48999786376953,72.48999786376953,72.48999786376953,0,0.0,0.0
2024-10-04 00:00:00-04:00,73.02999877929688,73.02999877929688,73.02999877929688,73.02999877929688,10,0.0,0.0
2024-10-07 00:00:00-04:00,73.29000091552734,73.29000091552734,73.29000091552734,73.29000091552734,0,0.0,0.0
2024-10-08 00:00:00-04:00,72.02999877929688,72.02999877929688,72.02999877929688,72.02999877929688,0,0.0,0.0
2024-10-09 00:00:00-04:00,72.01000213623047,72.01000213623047,72.01000213623047,72.01000213623047,17267,0.0,0.0
2024-10-10 00:00:00-04:00,72.19999694824219,72.72000122070312,71.75,72.66000366210938,16847,0.0,0.0
2024-10-11 00:00:00-04:00,72.62000274658203,73.5,71.76000213623047,72.20999908447266,21777,0.0,0.0
2024-10-14 00:00:00-04:00,72.19999694824219,72.19999694824219,70.5999984741211,71.02999877929688,23567,0.0,0.0
2024-10-15 00:00:00-04:00,71.05999755859375,71.37999725341797,70.55000305175781,70.62000274658203,15029,0.0,0.0
2024-10-16 00:00:00-04:00,70.62000274658203,71.98999786376953,70.62000274658203,71.26000213623047,17861,0.0,0.0
2024-10-17 00:00:00-04:00,71.27999877929688,71.5,70.16000366210938,70.76000213623047,23989,0.0,0.0
2024-10-18 00:00:00-04:00,70.81999969482422,71.7300033569336,70.80000305175781,70.98999786376953,16221,0.0,0.0
2024-10-21 00:00:00-04:00,71.05000305175781,72.5999984741211,71.0,72.19999694824219,24054,0.0,0.0
2024-10-22 00:00:00-04:00,72.3499984741211,72.41999816894531,71.72000122070312,72.08000183105469,18925,0.0,0.0
2024-10-23 00:00:00-04:00,72.08000183105469,72.75,71.86000061035156,72.51000213623047,16046,0.0,0.0
2024-10-24 00:00:00-04:00,72.45999908447266,72.69000244140625,71.25,71.52999877929688,16299,0.0,0.0
2024-10-25 00:00:00-04:00,71.45999908447266,71.6500015258789,70.61000061035156,70.66000366210938,20878,0.0,0.0
2024-10-28 00:00:00-04:00,70.69000244140625,71.04000091552734,69.93000030517578,70.36000061035156,21182,0.0,0.0
2024-10-29 00:00:00-04:00,70.36000061035156,71.11000061035156,70.0,70.55999755859375,17990,0.0,0.0
2024-10-30 00:00:00-04:00,70.51000213623047,70.73999786376953,69.77999877929688,69.91999816894531,17633,0.0,0.0
2024-10-31 00:00:00-04:00,70.12000274658203,70.12000274658203,69.26000213623047,69.56999969482422,24518,0.0,0.0
2024-11-01 00:00:00-04:00,69.61000061035156,71.4000015258789,69.4000015258789,70.16999816894531,33376,0.0,0.0
