Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-03 00:00:00-04:00,431.5,433.25,427.5,428.25,181331,0.0,0.0
2024-10-04 00:00:00-04:00,427.5,427.5,423.0,424.75,165354,0.0,0.0
2024-10-07 00:00:00-04:00,424.0,427.0,421.25,426.0,161439,0.0,0.0
2024-10-08 00:00:00-04:00,426.0,428.0,419.25,420.75,229659,0.0,0.0
2024-10-09 00:00:00-04:00,420.25,423.5,420.0,421.0,148815,0.0,0.0
2024-10-10 00:00:00-04:00,421.0,424.0,418.0,418.5,171360,0.0,0.0
2024-10-11 00:00:00-04:00,418.5,422.75,415.25,415.75,224069,0.0,0.0
2024-10-14 00:00:00-04:00,415.0,415.25,407.5,408.25,257782,0.0,0.0
2024-10-15 00:00:00-04:00,408.0,408.0,400.5,401.25,305403,0.0,0.0
2024-10-16 00:00:00-04:00,401.25,406.75,401.0,404.75,214285,0.0,0.0
2024-10-17 00:00:00-04:00,404.5,407.5,399.0,406.75,255482,0.0,0.0
2024-10-18 00:00:00-04:00,406.75,409.5,403.75,404.75,193538,0.0,0.0
2024-10-21 00:00:00-04:00,403.75,411.75,403.0,409.5,241760,0.0,0.0
2024-10-22 00:00:00-04:00,409.0,417.0,408.25,416.5,267224,0.0,0.0
2024-10-23 00:00:00-04:00,416.0,420.0,414.0,419.0,246005,0.0,0.0
2024-10-24 00:00:00-04:00,418.75,424.0,418.25,421.5,287987,0.0,0.0
2024-10-25 00:00:00-04:00,420.5,421.0,414.5,415.25,247609,0.0,0.0
2024-10-28 00:00:00-04:00,413.25,414.75,410.0,410.75,251359,0.0,0.0
2024-10-29 00:00:00-04:00,410.0,414.75,410.0,413.75,197431,0.0,0.0
2024-10-30 00:00:00-04:00,413.25,414.25,411.0,411.5,170092,0.0,0.0
2024-10-31 00:00:00-04:00,411.5,412.75,409.25,410.75,238814,0.0,0.0
2024-11-01 00:00:00-04:00,410.75,415.75,410.5,414.5,197406,0.0,0.0
2024-11-04 00:00:00-05:00,414.0,420.0,413.0,416.5,219138,0.0,0.0
2024-11-05 00:00:00-05:00,416.25,419.75,415.25,418.5,167928,0.0,0.0
2024-11-06 00:00:00-05:00,418.0,426.75,414.25,426.25,283193,0.0,0.0
2024-11-07 00:00:00-05:00,425.75,428.5,422.25,427.5,310584,0.0,0.0
2024-11-08 00:00:00-05:00,427.5,434.75,426.75,431.0,347310,0.0,0.0
2024-11-11 00:00:00-05:00,430.0,432.0,426.5,430.0,250205,0.0,0.0
2024-11-12 00:00:00-05:00,429.75,433.5,426.75,428.5,250503,0.0,0.0
2024-11-13 00:00:00-05:00,428.5,429.75,424.25,426.5,235165,0.0,0.0
