Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-03 00:00:00-04:00,7030.0,7188.0,6884.0,7030.0,12133,0.0,0.0
2024-10-04 00:00:00-04:00,7080.0,7126.0,6850.0,7069.0,14465,0.0,0.0
2024-10-07 00:00:00-04:00,6987.0,7059.0,6862.0,6908.0,9771,0.0,0.0
2024-10-08 00:00:00-04:00,6970.0,7231.0,6951.0,7050.0,8375,0.0,0.0
2024-10-09 00:00:00-04:00,7123.0,7442.0,7102.0,7351.0,8067,0.0,0.0
2024-10-10 00:00:00-04:00,7350.0,7565.0,7139.0,7529.0,7631,0.0,0.0
2024-10-11 00:00:00-04:00,7560.0,7851.0,7553.0,7739.0,8121,0.0,0.0
2024-10-14 00:00:00-04:00,7699.0,7816.0,7565.0,7615.0,6666,0.0,0.0
2024-10-15 00:00:00-04:00,7619.0,8027.0,7505.0,7942.0,8608,0.0,0.0
2024-10-16 00:00:00-04:00,8045.0,8172.0,7651.0,7765.0,8645,0.0,0.0
2024-10-17 00:00:00-04:00,7680.0,7919.0,7488.0,7771.0,7812,0.0,0.0
2024-10-18 00:00:00-04:00,7832.0,7881.0,7406.0,7450.0,7653,0.0,0.0
2024-10-21 00:00:00-04:00,7355.0,7640.0,7310.0,7394.0,6440,0.0,0.0
2024-10-22 00:00:00-04:00,7370.0,7406.0,7014.0,7140.0,10096,0.0,0.0
2024-10-23 00:00:00-04:00,7120.0,7223.0,6929.0,7001.0,9041,0.0,0.0
2024-10-24 00:00:00-04:00,6953.0,7002.0,6717.0,6756.0,10428,0.0,0.0
2024-10-25 00:00:00-04:00,6708.0,6926.0,6426.0,6770.0,12077,0.0,0.0
2024-10-28 00:00:00-04:00,6778.0,6975.0,6682.0,6917.0,8419,0.0,0.0
2024-10-29 00:00:00-04:00,6901.0,7332.0,6897.0,7267.0,9564,0.0,0.0
2024-10-30 00:00:00-04:00,7253.0,7412.0,7066.0,7391.0,8325,0.0,0.0
2024-10-31 00:00:00-04:00,7365.0,7456.0,7202.0,7334.0,6597,0.0,0.0
2024-11-01 00:00:00-04:00,7334.0,7490.0,7261.0,7341.0,9025,0.0,0.0
2024-11-04 00:00:00-05:00,7290.0,7522.0,7115.0,7328.0,8121,0.0,0.0
2024-11-05 00:00:00-05:00,7246.0,7416.0,7157.0,7251.0,7339,0.0,0.0
2024-11-06 00:00:00-05:00,7217.0,7231.0,6888.0,6924.0,7101,0.0,0.0
2024-11-07 00:00:00-05:00,6926.0,7389.0,6926.0,7360.0,7951,0.0,0.0
2024-11-08 00:00:00-05:00,7360.0,7468.0,7073.0,7117.0,7900,0.0,0.0
2024-11-11 00:00:00-05:00,7104.0,7392.0,7061.0,7298.0,6765,0.0,0.0
2024-11-12 00:00:00-05:00,7346.0,7956.0,7325.0,7867.0,5305,0.0,0.0
2024-11-13 00:00:00-05:00,7867.0,8458.0,7867.0,8163.0,4103,0.0,0.0
2024-11-14 00:00:00-05:00,8187.0,8822.0,8125.0,8686.0,4125,0.0,0.0
2024-11-15 00:00:00-05:00,8796.0,8890.0,8550.0,8607.0,3069,0.0,0.0
2024-11-18 00:00:00-05:00,8591.0,8599.0,8187.0,8404.0,2217,0.0,0.0
2024-11-19 00:00:00-05:00,8332.0,8652.0,8272.0,8574.0,1900,0.0,0.0
2024-11-20 00:00:00-05:00,8629.0,8750.0,8263.0,8340.0,1416,0.0,0.0
2024-11-21 00:00:00-05:00,8375.0,8690.0,8328.0,8449.0,623,0.0,0.0
2024-11-22 00:00:00-05:00,9000.0,9100.0,8808.0,8897.0,321,0.0,0.0
2024-11-25 00:00:00-05:00,8965.0,8965.0,8965.0,8863.0,1,0.0,0.0
2024-11-26 00:00:00-05:00,8964.0,8964.0,8964.0,9033.0,4,0.0,0.0
2024-11-27 00:00:00-05:00,8844.0,8844.0,8844.0,8844.0,2,0.0,0.0
2024-11-29 00:00:00-05:00,9220.0,9220.0,9220.0,9220.0,0,0.0,0.0
2024-12-02 00:00:00-05:00,9197.0,9197.0,9197.0,9197.0,0,0.0,0.0
2024-12-03 00:00:00-05:00,8833.0,8833.0,8833.0,8833.0,0,0.0,0.0
2024-12-04 00:00:00-05:00,9196.0,9196.0,9196.0,9196.0,0,0.0,0.0
2024-12-05 00:00:00-05:00,9648.0,9648.0,9648.0,9648.0,0,0.0,0.0
2024-12-06 00:00:00-05:00,9800.0,9880.0,9624.0,9767.0,6,0.0,0.0
2024-12-09 00:00:00-05:00,9977.0,9977.0,9977.0,9977.0,0,0.0,0.0
2024-12-10 00:00:00-05:00,10286.0,10366.0,10200.0,10387.0,20,0.0,0.0
2024-12-11 00:00:00-05:00,10500.0,10500.0,10351.0,10458.0,2,0.0,0.0
2024-12-12 00:00:00-05:00,10702.0,10702.0,10702.0,10702.0,0,0.0,0.0
2024-12-13 00:00:00-05:00,11181.0,11181.0,11181.0,11181.0,12773,0.0,0.0
2024-12-16 00:00:00-05:00,11300.0,11925.0,11290.0,11821.0,14298,0.0,0.0
2024-12-17 00:00:00-05:00,11743.0,11977.0,11527.0,11765.0,12489,0.0,0.0
2024-12-18 00:00:00-05:00,11966.0,12931.0,11935.0,12565.0,17589,0.0,0.0
2024-12-19 00:00:00-05:00,12553.0,12780.0,11648.0,12107.0,13974,0.0,0.0
2024-12-20 00:00:00-05:00,11848.0,12360.0,11419.0,11954.0,12140,0.0,0.0
2024-12-23 00:00:00-05:00,11870.0,12050.0,11527.0,11746.0,7294,0.0,0.0
2024-12-24 00:00:00-05:00,11583.0,11973.0,11425.0,11852.0,0,0.0,0.0
2024-12-26 00:00:00-05:00,11845.0,12000.0,10790.0,11027.0,7450,0.0,0.0
2024-12-27 00:00:00-05:00,11150.0,11259.0,9831.0,10124.0,13447,0.0,0.0
2024-12-30 00:00:00-05:00,10148.0,11590.0,10144.0,11507.0,15702,0.0,0.0
2024-12-31 00:00:00-05:00,11219.0,11820.0,11153.0,11675.0,0,0.0,0.0
2025-01-02 00:00:00-05:00,11632.0,11743.0,10802.0,11137.0,11327,0.0,0.0
2025-01-03 00:00:00-05:00,11195.0,11466.0,11029.0,11140.0,2489,0.0,0.0
